class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,habitat
e,k,g,c,t,n,d,c,b,r,p
e,s,g,u,f,f,d,w,n,p,p
e,c,g,p,t,p,d,d,n,e,p
e,c,f,u,t,n,f,c,b,n,m
e,f,s,g,t,n,a,w,n,k,g
p,f,y,b,f,f,f,w,n,e,m
e,f,g,b,t,l,n,d,n,k,d
e,c,f,y,t,n,n,w,b,o,u
e,s,s,n,t,l,a,w,b,n,d
p,k,f,w,f,y,n,c,b,u,p
e,c,g,u,t,l,f,c,n,e,m
e,f,g,y,t,l,f,c,n,h,p
p,x,s,c,t,n,f,w,n,o,g
p,s,f,b,t,y,f,d,n,g,d
p,k,g,c,f,f,a,d,n,g,l
e,c,g,u,t,n,d,d,b,o,m
e,x,y,r,f,n,n,w,b,u,g
e,s,y,c,t,n,a,c,b,h,l
p,k,g,w,f,n,d,w,n,u,p
e,c,y,b,t,l,a,c,b,u,w
e,s,y,u,f,n,n,w,b,w,g
p,s,g,y,f,s,a,w,b,p,u
p,f,f,p,t,f,n,d,n,k,d
e,c,f,p,t,n,a,w,n,e,w
p,s,f,u,t,c,a,d,b,w,l
p,k,s,p,f,n,f,w,b,w,l
e,f,f,b,f,n,a,d,b,u,p
e,s,s,r,f,l,a,w,b,b,u
p,b,s,c,f,c,d,w,n,p,m
p,x,y,w,t,f,f,c,b,g,g
e,s,s,e,f,n,n,c,n,r,w
e,f,s,y,t,l,f,c,b,b,d
p,f,s,b,f,c,a,w,n,w,d
p,k,s,n,t,y,n,c,n,o,p
p,s,y,g,f,f,a,c,n,n,u
e,s,g,g,f,a,f,w,b,b,l
e,k,s,y,t,l,f,w,n,n,l
p,x,g,b,f,p,a,c,n,w,w
e,k,f,u,f,n,a,c,b,u,d
p,f,f,c,f,c,a,w,b,w,l
p,x,g,u,t,p,d,w,n,b,u
e,x,g,u,f,f,f,d,n,p,d
p,c,f,n,t,m,d,d,b,r,u
e,f,y,p,f,l,f,w,b,k,m
p,f,y,g,f,n,f,w,n,w,g
e,k,s,e,t,p,n,c,b,r,l
e,f,y,e,t,a,n,d,b,p,m
p,s,y,c,t,s,f,c,n,e,u
p,k,s,g,f,s,n,d,b,b,m
e,f,s,n,t,a,f,c,n,o,d
p,s,y,y,f,f,f,d,b,r,l
e,c,g,b,f,n,a,w,b,k,d
e,f,s,u,t,n,n,w,b,n,g
e,c,g,u,f,n,d,w,b,w,m
e,f,f,w,f,n,d,c,b,g,u
e,f,s,y,f,y,n,d,b,o,p
e,b,g,w,f,n,f,c,n,h,w
e,s,s,w,t,n,d,w,b,r,p
e,f,s,p,f,a,n,d,n,n,m
e,c,s,e,f,n,d,d,b,g,u
p,x,s,w,t,c,a,c,b,e,m
e,c,g,u,t,n,f,w,b,b,m
p,s,g,g,f,y,a,c,b,k,p
p,f,g,g,t,c,d,c,b,r,w
p,k,f,p,t,p,f,w,b,u,d
p,b,s,g,f,c,f,w,n,e,m
p,k,s,u,t,y,f,c,n,p,w
e,b,g,e,f,n,n,d,b,h,d
e,b,g,e,f,a,n,w,n,p,p
p,k,s,e,f,f,f,w,b,w,w
p,s,s,b,t,f,f,w,n,g,d
p,f,f,y,f,f,f,w,n,b,u
e,c,s,b,f,l,a,d,b,h,u
p,k,g,b,f,s,a,d,n,o,u
p,x,f,b,t,f,d,c,b,g,w
e,b,y,g,t,n,f,c,b,h,p
e,c,y,r,f,y,f,w,n,b,l
p,x,s,g,f,f,a,c,b,b,w
p,c,g,r,t,p,d,d,n,e,l
e,f,s,g,f,a,d,w,b,r,l
p,x,g,u,t,s,f,w,n,p,l
e,s,g,y,f,n,n,w,n,h,d
e,s,g,n,t,y,d,c,n,k,u
e,k,y,n,f,n,d,w,b,h,l
e,c,s,b,f,n,f,w,n,y,d
e,s,s,n,t,n,f,d,n,g,m
e,s,y,y,t,n,f,w,b,p,p
p,k,g,y,t,f,a,c,n,o,l
p,k,f,c,f,m,f,w,n,n,u
e,s,f,p,t,n,n,c,b,u,l
e,c,y,y,t,f,n,d,n,b,p
e,c,f,p,t,n,d,d,n,u,g
p,b,g,n,t,y,a,w,b,k,g
e,b,g,p,t,n,d,d,b,u,w
e,x,s,r,t,a,a,w,b,o,u
p,x,g,u,f,s,f,d,n,n,u
p,x,g,p,t,c,d,d,b,e,u
e,b,g,u,t,a,n,c,b,o,l
e,k,f,b,t,n,a,c,b,k,p
e,s,f,n,f,n,d,w,n,w,p
p,f,y,u,t,m,n,w,b,b,p
e,f,y,w,f,y,n,c,b,o,g
e,s,f,b,t,n,f,d,b,b,p
p,c,s,u,f,f,a,w,n,n,u
e,b,s,c,t,l,d,d,b,g,d
e,c,f,p,f,l,n,c,b,b,l
e,f,y,c,f,a,a,d,n,u,g
e,c,s,y,t,n,f,d,n,o,w
e,b,g,r,f,f,a,w,b,w,l
e,b,s,b,t,n,a,d,b,k,m
e,b,s,e,f,n,d,c,n,k,d
e,f,s,e,f,n,a,d,b,r,u
p,b,y,u,f,f,f,c,b,h,g
e,x,y,p,f,y,n,c,n,k,u
e,x,f,n,t,a,d,w,b,u,l
p,s,s,e,t,c,n,c,n,n,p
p,b,y,n,t,p,a,c,n,k,d
p,x,y,e,f,c,f,w,b,b,m
e,b,f,b,f,a,n,w,n,e,u
e,f,g,e,t,n,f,w,n,y,m
p,x,g,y,t,c,a,c,b,y,l
p,f,s,g,t,f,a,w,b,k,u
e,x,g,u,f,n,n,c,n,h,p
p,k,f,r,f,p,d,c,n,h,m
e,k,y,e,t,n,f,c,b,r,g
p,s,g,p,t,f,f,w,b,y,w
p,s,s,r,t,s,f,c,n,b,l
p,s,s,n,f,y,a,c,b,u,u
p,f,y,c,f,y,a,w,n,r,g
p,x,s,y,t,p,n,w,b,o,p
e,k,f,w,t,n,n,c,n,r,p
e,b,g,w,f,l,a,c,n,u,m
e,c,s,r,t,f,d,c,n,n,l
e,k,g,c,t,n,f,w,b,w,w
p,k,y,p,t,p,f,w,n,p,u
e,b,g,r,f,n,a,d,b,g,d
e,k,f,n,t,a,d,w,b,n,g
p,k,y,b,f,p,d,c,n,o,u
p,k,s,r,t,y,d,w,b,y,g
e,s,y,w,f,n,d,w,b,g,l
e,s,g,g,f,a,d,d,n,p,p
e,x,g,w,t,n,n,d,n,e,p
p,s,g,c,f,f,a,c,b,w,u
e,k,g,n,f,s,a,d,n,r,u
p,c,y,p,t,y,a,c,n,o,m
e,s,y,y,t,a,f,c,n,w,g
e,x,g,u,f,n,d,c,b,y,m
p,x,s,g,t,c,d,c,n,k,g
e,f,y,y,t,n,f,d,b,n,l
e,k,f,r,t,n,d,c,n,u,u
e,c,y,g,t,a,d,c,b,o,w
e,c,f,c,t,f,d,w,n,o,g
e,f,s,n,t,l,d,c,n,h,p
e,c,f,p,t,n,d,w,b,h,l
e,x,f,y,f,l,n,d,n,b,p
e,b,s,r,t,l,a,w,n,e,l
p,x,g,n,t,n,n,d,n,h,g
p,s,y,r,t,m,d,d,n,y,p
p,b,s,p,t,p,a,w,b,e,d
p,c,f,y,t,s,a,d,n,r,w
e,k,g,r,t,a,a,d,b,w,w
e,b,y,n,f,a,a,d,b,b,g
e,x,s,r,t,n,f,w,b,e,m
e,x,y,y,f,n,a,d,n,p,l
e,s,g,n,f,n,f,c,n,k,u
e,x,y,c,f,p,f,w,b,r,p
p,s,g,b,f,f,a,c,b,n,w
p,x,s,n,t,f,d,w,b,w,g
e,f,g,g,t,n,d,c,n,k,p
p,c,s,b,t,p,a,d,b,y,g
p,k,g,r,f,m,a,c,n,h,m
p,s,y,y,t,s,f,c,b,y,u
e,f,g,n,f,n,n,c,n,r,p
e,c,g,y,f,y,f,w,b,o,d
e,s,y,n,t,n,d,d,n,w,p
e,b,f,y,f,p,n,d,n,k,g
p,f,g,g,t,f,n,c,n,b,g
e,s,s,u,f,l,n,c,b,r,p
e,f,g,b,f,n,f,w,n,r,w
p,f,f,b,t,m,f,c,b,e,m
p,f,s,n,f,f,a,c,n,r,p
e,b,y,r,t,n,f,c,n,o,l
p,x,y,p,t,c,f,w,n,w,d
e,f,y,p,t,n,n,c,n,o,d
e,c,s,b,f,l,n,c,b,y,w
e,x,g,u,t,l,f,c,n,e,d
p,b,s,p,t,p,d,w,b,p,d
p,k,s,e,t,y,n,w,n,w,l
e,b,f,p,t,y,a,d,n,n,p
e,k,s,w,f,f,d,w,b,e,m
e,c,y,y,t,n,n,d,b,k,w
e,k,s,b,t,n,a,d,b,e,g
e,s,f,u,t,n,n,c,b,o,w
e,f,s,r,t,n,a,d,b,y,d
p,x,s,n,t,p,n,c,b,k,g
p,s,y,c,f,c,n,w,b,n,p
e,x,s,g,t,l,f,w,b,k,u
e,f,g,b,f,l,d,d,n,y,g
e,x,y,u,t,n,d,c,b,y,l
e,b,f,n,f,n,f,d,n,k,l
p,f,f,c,t,s,n,d,b,b,u
p,f,f,w,f,s,d,w,b,h,d
e,x,s,b,f,a,a,d,b,g,d
e,s,g,r,t,n,a,c,b,g,u
p,k,y,g,f,p,n,w,n,n,d
e,c,g,c,t,n,n,w,b,w,d
p,k,g,r,t,f,a,d,b,b,l
e,b,f,p,f,a,n,d,b,p,p
p,f,f,n,f,y,f,d,b,n,d
p,f,g,b,f,m,d,c,b,h,p
p,b,g,n,t,y,a,d,b,o,p
p,c,y,c,f,p,f,c,n,u,l
e,f,f,e,f,l,a,d,b,b,u
p,k,f,e,f,y,a,d,n,b,d
p,b,s,g,t,c,n,w,n,o,m
e,f,f,p,t,l,d,w,b,p,l
e,k,y,w,f,y,f,c,b,h,l
e,b,s,u,f,n,a,d,b,k,g
e,b,y,b,f,n,a,c,n,g,p
e,b,f,b,t,n,n,w,b,w,g
p,c,f,c,f,s,f,w,n,h,d
e,b,g,e,f,n,n,w,b,w,w
p,s,g,y,t,y,n,w,b,p,w
e,x,y,w,t,n,f,c,n,o,d
e,x,s,c,f,n,d,d,b,n,l
e,b,f,w,f,l,n,c,b,r,w
e,f,g,y,t,n,a,d,b,h,l
e,x,g,e,f,n,d,w,n,o,l
e,k,f,r,t,n,a,c,n,u,m
e,k,f,y,f,l,d,d,n,o,g
p,f,s,c,f,c,a,d,n,n,u
p,k,g,u,f,p,n,w,b,p,p
e,s,s,w,t,n,n,d,n,r,p
p,f,s,p,f,f,n,d,n,u,m
p,k,f,c,t,y,f,c,b,o,g
e,b,s,r,f,a,n,w,n,g,p
p,k,f,u,t,p,d,w,b,p,l
p,b,y,e,f,m,n,d,b,o,d
e,k,s,g,t,y,f,d,n,k,g
e,k,g,b,t,n,a,w,b,w,w
e,k,g,y,f,n,f,w,n,g,p
e,b,y,b,t,n,d,w,b,o,g
p,k,y,c,f,y,d,d,n,e,m
e,k,s,e,f,a,f,d,n,o,u
p,s,g,n,f,s,a,w,b,w,u
p,c,g,u,t,f,n,w,n,b,g
p,b,f,p,f,c,d,d,n,g,m
p,s,f,b,f,p,n,d,n,p,p
e,x,g,w,f,s,a,d,n,u,l
e,f,f,r,t,a,d,c,b,u,d
p,c,f,b,f,s,a,w,n,e,g
e,s,f,c,f,n,a,c,b,g,d
e,s,y,u,f,l,f,c,b,n,g
p,k,g,u,f,f,a,d,b,p,p
p,x,g,y,t,s,d,w,n,o,l
e,x,g,n,f,n,f,d,b,h,l
p,k,f,y,f,f,d,d,n,g,p
p,s,s,g,f,f,f,d,b,y,g
e,s,s,p,t,n,f,d,b,e,d
e,k,f,e,f,n,a,w,n,y,p
p,c,y,c,f,n,a,w,b,y,u
e,b,y,c,f,n,n,d,n,w,d
e,c,g,e,f,l,d,c,n,w,p
e,b,s,e,f,n,d,d,n,e,m
p,x,y,e,f,p,n,c,b,n,g
e,f,s,n,t,n,a,c,n,u,w
e,k,s,e,t,n,d,d,n,y,w
e,c,y,e,f,n,d,w,n,r,m
p,x,f,b,t,y,a,d,b,u,g
e,c,g,w,t,n,f,w,n,p,g
p,s,g,u,t,m,a,c,n,k,u
p,b,y,e,f,y,n,w,b,u,p
e,k,f,b,f,l,d,w,b,u,w
p,s,y,g,t,n,f,w,n,h,p
p,b,y,u,f,s,n,d,n,k,w
p,s,s,p,t,m,a,c,n,h,d
e,b,s,u,f,n,f,c,n,r,w
p,b,g,n,t,c,d,w,n,h,w
p,s,s,e,f,y,f,c,b,u,u
p,x,s,u,f,p,d,w,b,h,u
e,k,f,g,t,a,a,w,n,e,l
p,f,y,n,f,m,f,w,n,p,m
e,c,y,e,f,y,f,w,n,n,g
e,b,f,y,t,n,f,d,n,y,d
e,k,s,u,f,n,d,w,b,o,l
p,c,s,e,t,s,a,c,n,p,p
e,k,y,y,t,l,a,d,n,r,l
p,s,g,n,t,f,d,c,b,e,p
p,c,y,r,t,y,f,d,n,r,u
e,k,g,w,f,l,d,w,b,p,g
p,f,s,r,f,s,d,d,n,b,g
e,k,g,y,t,n,n,c,n,n,g
e,k,g,c,f,l,a,d,b,u,w
p,b,g,w,f,p,d,d,n,p,w
p,b,g,w,f,m,f,w,n,e,u
p,b,g,g,f,p,d,w,n,g,d
p,s,y,g,t,y,d,d,b,g,p
e,k,f,e,f,f,d,w,b,r,u
e,f,s,u,t,n,f,w,n,r,g
e,c,y,r,t,y,n,d,b,n,g
e,b,f,p,f,a,d,c,n,o,d
e,x,y,c,f,y,a,w,b,b,g
e,k,f,p,f,n,d,d,n,p,p
e,f,y,e,t,a,n,d,b,u,p
e,f,s,y,t,l,d,d,n,b,l
e,b,s,w,f,l,a,c,n,r,d
p,s,g,c,f,f,n,c,b,p,l
p,b,f,e,t,y,a,c,n,r,d
p,s,y,c,t,p,a,w,b,e,m
e,x,g,b,f,n,a,d,b,b,p
p,x,y,r,f,s,n,d,n,h,u
p,b,s,g,f,y,n,c,n,u,p
e,c,s,r,t,f,a,w,b,y,l
e,b,f,p,t,n,a,w,n,y,d
p,b,y,c,f,f,f,d,n,w,w
p,f,y,n,t,f,n,c,n,y,d
p,b,g,g,t,p,d,d,b,k,g
p,b,s,p,t,p,n,c,b,h,d
p,b,g,b,f,p,f,c,n,e,l
p,c,g,b,f,s,f,d,b,k,l
p,f,f,n,f,y,a,c,b,p,w
e,k,g,w,t,s,n,c,b,o,l
p,k,f,c,t,m,d,c,n,o,m
e,k,s,b,f,n,n,c,n,n,m
p,k,g,g,f,c,f,w,n,e,m
p,f,g,p,t,s,d,c,n,r,d
p,b,g,n,f,p,d,c,b,p,u
p,k,g,w,t,p,a,c,b,p,m
e,b,s,w,f,l,n,d,n,g,u
e,k,f,e,f,p,n,w,n,p,p
e,c,s,p,f,a,n,c,b,n,d
p,b,f,g,t,f,d,c,n,h,p
p,f,f,b,f,p,f,d,n,e,m
p,s,g,e,f,f,f,w,n,n,p
e,c,g,u,f,a,a,w,n,g,p
e,s,g,g,t,l,f,w,n,w,d
p,c,f,c,t,y,n,c,n,b,g
e,f,y,p,f,n,a,w,b,r,m
p,c,y,n,f,s,f,d,b,o,d
p,b,y,b,f,y,f,d,n,r,m
p,x,s,u,f,f,a,c,n,w,l
e,x,f,c,f,a,d,c,b,n,l
p,k,y,n,t,n,a,c,b,n,p
e,k,f,b,t,l,d,c,n,h,l
p,b,f,y,t,p,n,d,n,o,g
e,f,s,y,f,a,d,c,n,p,m
e,b,g,w,t,n,a,c,b,g,g
p,k,g,u,f,c,n,c,n,e,m
e,c,s,u,t,a,a,c,n,k,u
p,s,s,y,f,n,a,d,b,u,w
p,b,f,e,t,n,d,w,b,p,m
p,b,y,e,f,y,d,c,n,k,w
p,f,f,w,t,n,d,d,n,u,w
e,k,f,b,t,p,n,w,b,g,d
p,b,y,e,f,p,d,d,n,p,g
e,c,g,e,f,n,n,w,n,e,p
e,s,f,r,f,l,a,d,b,e,l
p,c,g,r,f,y,a,c,n,y,l
e,x,g,g,f,a,d,w,b,n,d
p,k,g,r,t,f,f,d,n,o,d
e,c,f,b,t,a,a,c,b,u,g
p,f,y,b,t,n,f,c,b,o,l
p,s,y,r,f,f,f,w,b,u,p
e,k,g,c,t,l,f,d,b,h,l
p,c,g,n,t,y,d,c,n,g,u
p,b,y,w,t,s,n,d,b,o,m
e,k,s,b,t,a,a,c,n,k,d
e,c,s,y,f,n,f,c,b,n,d
p,b,g,b,f,p,n,c,b,n,u
e,x,y,g,t,f,d,w,b,e,m
e,s,s,b,t,n,a,d,n,u,d
p,k,y,u,t,s,n,w,b,b,u
p,k,f,y,t,s,d,w,n,u,l
p,c,g,n,t,y,a,w,b,k,l
p,x,s,b,t,m,a,w,n,w,p
p,f,g,r,f,p,d,w,n,b,u
e,c,f,b,t,n,f,c,n,e,d
e,c,y,w,t,n,a,c,n,n,m
e,f,g,g,t,n,a,c,n,n,w
p,f,s,w,t,s,f,w,n,k,m
e,f,f,n,t,a,n,c,b,r,l
e,s,s,n,t,l,a,c,n,g,l
e,f,y,n,t,l,n,c,b,y,d
e,f,s,g,t,n,f,w,b,g,l
e,b,s,w,t,a,a,d,n,w,w
p,b,s,e,t,n,f,d,n,u,u
e,f,f,u,f,p,a,c,b,r,m
e,s,s,n,t,n,a,w,b,u,u
e,s,s,c,t,a,a,d,n,h,d
p,x,f,w,f,y,f,c,b,o,m
p,s,f,w,t,f,a,w,b,w,m
e,x,f,r,t,l,n,d,n,h,d
p,f,y,p,t,y,d,d,b,k,p
e,s,f,p,t,n,d,w,n,h,l
p,b,y,y,f,s,d,d,n,n,u
e,x,f,g,t,y,n,c,b,g,u
p,b,f,n,t,m,a,c,b,w,l
p,c,g,r,t,p,f,w,b,n,u
p,b,g,n,t,p,f,w,n,n,p
e,f,g,n,t,n,a,c,b,y,u
e,s,g,r,f,l,n,w,b,w,d
p,s,f,r,f,m,d,d,n,y,d
e,k,f,u,t,f,n,d,b,h,d
p,f,y,b,f,s,n,d,b,o,m
p,c,f,p,f,f,f,d,n,b,l
p,s,y,b,f,y,a,w,n,w,l
e,b,s,y,t,n,f,d,b,y,p
p,x,s,r,t,c,d,w,n,o,w
p,f,f,g,f,f,d,c,b,w,u
p,s,s,y,f,p,f,d,n,u,m
e,x,f,r,t,n,a,w,n,b,g
e,b,y,b,f,a,a,c,n,h,m
e,s,g,e,t,l,n,d,b,k,m
e,c,s,e,t,a,n,d,n,o,u
p,f,f,p,f,s,f,d,n,k,g
p,x,g,c,t,p,d,w,n,y,p
e,s,y,g,f,n,a,w,n,b,u
p,f,f,n,f,y,f,c,b,u,l
e,s,s,w,f,p,f,d,n,y,g
e,f,y,y,t,n,d,c,b,g,l
e,x,f,r,f,n,n,w,b,e,g
e,c,s,e,t,n,d,d,n,e,l
p,f,y,c,f,y,n,c,b,w,u
e,c,y,g,t,n,n,d,n,n,w
p,c,g,g,f,p,a,w,b,u,g
e,b,g,e,f,s,a,c,n,r,d
p,s,g,w,t,s,n,d,b,u,p
e,x,f,c,t,n,n,d,b,y,u
e,b,y,u,f,l,a,d,n,w,g
e,k,g,w,t,l,n,c,n,h,d
e,s,s,b,f,f,n,w,b,r,d
e,b,f,g,f,n,n,w,b,y,l
p,f,g,c,t,y,d,c,n,o,m
p,f,f,e,t,c,f,d,b,w,w
p,f,y,g,f,s,n,c,b,r,g
p,k,s,w,f,p,a,c,b,h,d
e,c,y,n,f,n,n,w,n,p,w
e,f,s,n,f,a,n,c,b,r,u
p,s,y,g,t,f,a,d,n,n,l
p,s,f,c,f,f,a,w,n,y,u
p,b,y,c,t,y,n,w,b,r,l
p,c,s,y,f,y,f,d,n,k,u
e,b,f,b,t,n,a,c,n,u,g
e,b,f,y,f,n,a,w,n,e,w
e,f,s,y,t,n,d,c,n,y,g
e,b,s,b,f,n,n,d,n,o,w
e,k,f,e,t,n,d,w,n,p,g
e,s,s,n,t,n,d,d,n,y,d
p,s,y,e,t,f,f,w,n,w,d
p,s,y,y,f,y,n,d,b,h,l
p,c,y,c,t,p,n,c,n,p,p
p,f,f,b,t,f,d,d,b,y,d
e,f,y,w,f,n,a,d,n,k,d
e,b,f,r,f,l,a,d,n,w,u
p,b,s,r,f,p,n,d,b,h,p
e,x,y,p,t,f,f,d,b,r,p
e,x,f,g,t,a,f,c,b,e,p
e,f,g,u,t,y,n,c,b,o,m
e,f,y,u,t,n,a,w,b,y,w
e,b,y,w,f,a,f,d,b,b,w
e,k,f,p,t,a,n,c,n,e,u
e,k,f,n,f,y,n,d,b,e,m
p,s,s,w,t,y,a,d,n,n,u
e,b,f,y,f,f,d,w,b,u,m
e,x,s,w,f,a,a,d,b,k,d
e,x,g,r,t,l,f,c,n,e,d
e,k,s,u,t,f,d,w,n,k,u
p,f,y,n,t,n,a,w,b,e,g
p,b,f,g,f,s,f,w,n,n,p
p,s,g,y,f,y,f,d,b,g,d
e,s,g,g,t,n,d,w,b,k,w
p,f,f,r,f,y,a,c,n,r,d
p,x,y,p,t,f,a,c,b,p,l
e,k,f,g,t,n,f,w,n,e,p
p,f,f,p,t,p,n,w,n,n,d
e,x,f,y,t,l,n,w,n,g,d
p,x,s,u,f,f,d,d,b,b,w
p,s,g,c,t,p,a,w,b,n,w
e,x,g,w,f,n,n,w,n,r,u
p,f,y,e,f,c,d,d,b,k,l
e,c,g,n,f,n,f,w,b,y,p
e,k,f,b,f,a,n,w,n,p,d
p,x,g,b,f,n,a,c,n,r,u
p,f,y,y,t,y,f,c,b,h,d
e,s,s,w,f,l,a,c,n,y,p
e,b,s,w,t,f,f,d,b,g,u
e,s,f,w,t,n,a,c,b,n,m
e,k,f,n,t,s,d,c,n,p,w
p,b,g,u,t,c,a,w,n,r,d
p,b,g,c,f,f,a,d,b,r,m
p,s,y,w,f,y,f,w,b,b,g
e,f,f,e,t,a,a,w,b,k,l
p,s,y,c,t,c,a,d,n,p,w
e,c,s,n,t,n,a,d,n,y,d
p,f,g,w,t,s,f,w,n,o,m
p,f,f,y,t,y,n,w,n,y,u
p,k,g,n,t,c,n,w,b,k,p
e,f,f,c,f,a,n,d,b,y,g
e,k,s,p,f,a,a,w,b,p,p
e,x,y,p,f,a,d,w,b,e,p
p,k,f,y,f,c,d,c,n,n,l
e,f,g,g,t,n,f,c,n,w,p
e,x,f,b,f,l,n,c,n,p,l
e,x,y,y,f,n,a,c,b,g,u
p,c,s,p,t,s,f,c,b,p,p
e,s,g,y,f,l,a,w,n,w,p
p,f,s,r,t,y,f,w,b,y,p
p,b,s,p,t,s,n,d,b,r,u
p,s,y,u,t,p,a,d,b,n,m
e,f,f,w,t,y,n,d,b,o,m
e,b,f,u,t,n,n,w,b,w,u
e,s,f,g,f,n,a,c,n,w,g
e,c,f,y,t,l,n,w,n,r,g
e,f,g,r,f,l,f,w,b,h,d
p,s,s,p,t,p,f,d,b,u,l
e,c,f,w,t,p,f,d,b,h,u
p,b,s,r,t,s,n,d,n,k,d
e,k,g,r,f,s,a,d,b,b,w
p,f,g,u,t,p,n,w,b,w,g
p,x,g,b,f,f,n,d,b,p,l
p,x,s,c,f,y,f,c,b,b,d
p,c,f,b,f,n,a,w,n,o,p
p,k,s,y,t,y,d,c,b,w,d
p,x,f,y,f,n,d,w,n,k,p
e,x,y,b,t,l,a,w,b,h,g
e,f,f,c,t,n,a,d,b,h,w
e,x,f,p,t,a,f,c,b,u,l
e,b,f,r,t,a,a,w,b,y,l
e,c,g,r,t,a,a,c,b,w,w
e,s,y,b,t,n,n,w,b,k,m
e,x,f,b,f,y,n,w,n,w,w
e,f,y,n,t,a,d,w,b,y,g
e,s,s,c,t,y,f,c,n,u,m
p,b,s,u,f,p,f,w,n,e,u
e,s,g,r,f,n,a,c,b,p,l
p,x,s,u,t,p,f,c,n,e,w
e,c,y,w,t,l,d,d,b,r,m
p,c,y,p,f,y,n,c,b,w,l
p,c,y,b,f,n,d,w,b,h,u
p,x,y,n,t,p,d,w,b,w,m
p,b,y,n,f,n,a,w,n,r,w
e,k,g,y,f,f,n,w,n,r,u
p,s,f,w,t,s,a,c,b,n,l
p,c,s,p,f,p,d,d,n,o,l
p,b,y,p,f,p,d,c,b,u,w
p,f,s,g,f,c,f,w,b,p,p
e,f,g,b,f,a,f,c,n,b,l
p,b,g,y,f,s,f,d,b,p,p
e,f,f,c,f,l,f,d,n,h,u
p,f,g,c,t,p,d,d,n,e,d
e,c,f,e,t,a,f,d,b,k,g
p,x,y,p,t,f,n,d,n,b,u
e,x,g,u,f,n,d,c,n,k,d
e,x,s,w,f,y,d,d,b,g,d
p,x,g,n,t,c,n,d,n,e,w
p,b,g,b,f,f,a,w,n,w,p
p,c,y,w,t,c,f,d,n,u,w
e,b,f,r,f,n,d,c,n,o,g
e,s,f,g,f,n,n,w,b,b,p
p,s,g,n,f,f,a,c,b,o,l
p,f,s,w,t,n,a,w,n,y,d
p,c,g,w,t,n,n,d,n,p,d
e,k,s,g,t,a,d,c,b,h,w
p,x,y,w,t,y,d,w,b,b,p
e,s,y,y,t,a,f,c,n,n,g
p,s,f,n,f,s,f,w,n,p,p
e,f,s,r,f,n,n,d,b,b,w
e,x,g,n,f,n,n,c,n,o,m
p,x,g,g,f,s,d,c,n,w,m
p,x,g,r,t,y,d,c,n,w,u
e,s,g,c,t,n,n,d,n,w,d
e,k,y,b,t,a,n,d,b,n,u
e,f,s,p,f,l,a,w,b,g,g
p,x,y,c,t,n,a,c,b,g,p
e,x,s,y,t,n,a,w,b,u,l
e,c,f,n,f,a,a,w,b,p,w
p,x,s,r,f,y,a,d,b,p,g
p,c,g,b,t,f,n,c,b,e,w
p,f,y,b,t,p,f,d,b,n,d
e,f,g,g,t,n,n,c,b,n,g
p,f,s,g,f,y,a,w,n,y,g
p,c,s,g,f,s,n,d,b,e,w
p,s,f,u,f,p,d,d,n,o,u
p,s,s,n,f,n,n,c,n,y,g
e,k,s,e,f,n,n,w,n,h,p
p,k,g,y,f,p,f,d,b,b,g
e,s,s,w,t,n,a,w,n,b,l
e,s,s,y,t,n,a,d,b,o,g
e,x,y,p,t,y,n,d,b,k,u
e,f,y,g,f,l,n,d,b,h,u
p,s,f,p,f,y,a,w,n,r,l
p,b,f,y,t,s,d,w,n,u,g
p,s,g,u,t,n,a,w,b,y,g
p,x,g,p,f,f,d,w,n,k,w
e,s,y,n,f,n,n,w,b,k,g
e,k,y,r,f,n,n,w,n,n,u
p,k,y,e,t,c,d,w,n,o,g
p,f,f,e,f,f,a,c,n,o,u
e,c,f,y,f,n,n,w,b,g,u
p,x,s,w,f,p,a,w,n,h,p
e,c,f,g,f,a,n,c,b,e,m
e,k,s,y,t,l,f,c,n,r,u
e,f,g,p,t,n,f,w,n,p,m
e,k,f,u,f,a,f,w,b,y,p
p,f,g,r,f,n,d,w,n,o,m
p,s,s,e,f,y,a,c,b,n,m
e,b,g,c,f,n,f,d,b,w,d
p,c,g,e,f,s,d,d,n,n,d
p,x,f,r,f,s,f,d,b,r,l
e,f,s,n,f,n,n,d,n,y,l
e,s,s,p,f,n,f,d,b,k,w
p,s,y,b,t,s,a,w,b,g,m
p,b,f,u,t,s,a,d,n,k,u
p,s,f,w,f,c,d,w,b,o,g
e,s,s,c,t,l,a,c,b,b,g
p,b,f,y,t,f,f,c,b,u,p
e,c,g,g,t,l,n,d,b,g,u
e,s,y,g,t,n,n,c,n,k,w
e,f,s,g,f,f,d,w,n,e,m
e,x,f,c,f,l,n,d,n,h,l
e,x,f,r,f,a,d,d,b,p,g
e,x,g,w,f,a,d,w,b,o,m
e,k,f,e,t,n,d,w,n,r,g
p,k,f,y,t,f,a,w,n,u,l
e,f,g,b,t,n,f,d,n,y,l
e,s,f,w,t,l,a,c,b,y,w
e,s,y,y,f,n,n,c,n,h,u
e,x,g,b,f,n,a,c,b,e,m
p,b,s,u,f,c,d,c,b,y,m
e,s,y,r,t,n,a,d,n,k,p
p,x,f,u,f,c,a,w,b,y,p
e,f,g,r,f,n,n,c,n,e,l
e,x,g,p,f,n,f,d,n,r,d
