age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
22,State-gov,5th-6th,Married-civ-spouse,Armed-Forces,White,Male,44,United-States,<=50K
17,Self-emp-not-inc,9th,Married-AF-spouse,Farming-fishing,White,Female,31,United-States,<=50K
62,Private,HS-grad,Separated,Handlers-cleaners,White,Male,39,United-States,<=50K
22,Private,Bachelors,Separated,Sales,White,Male,43,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Female,45,United-States,>50K
57,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Black,Male,37,United-States,<=50K
39,Private,10th,Never-married,Protective-serv,White,Male,52,United-States,<=50K
30,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,35,United-States,<=50K
19,Private,Bachelors,Never-married,Handlers-cleaners,White,Female,26,United-States,>50K
19,Private,7th-8th,Never-married,Armed-Forces,Black,Male,42,United-States,<=50K
42,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,52,United-States,<=50K
56,Private,7th-8th,Divorced,Sales,White,Male,20,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K
30,Private,Masters,Never-married,Machine-op-inspct,White,Male,46,United-States,<=50K
47,Private,10th,Divorced,Machine-op-inspct,White,Male,63,Other,<=50K
29,Private,7th-8th,Widowed,Transport-moving,Amer-Indian-Eskimo,Male,40,United-States,<=50K
41,Private,9th,Married-civ-spouse,Sales,White,Male,54,United-States,<=50K
38,Private,Some-college,Divorced,Adm-clerical,White,Female,33,United-States,>50K
32,Private,1st-4th,Divorced,Transport-moving,Black,Male,24,United-States,<=50K
37,Private,HS-grad,Never-married,Protective-serv,White,Male,54,Mexico,<=50K
60,Self-emp-inc,Masters,Never-married,Handlers-cleaners,White,Male,54,United-States,>50K
45,Private,9th,Married-civ-spouse,Farming-fishing,Black,Female,39,United-States,<=50K
52,Private,Masters,Divorced,Other-service,Black,Male,51,United-States,>50K
26,Private,10th,Never-married,Priv-house-serv,White,Male,86,Mexico,<=50K
52,Private,10th,Married-civ-spouse,Other-service,White,Male,47,United-States,<=50K
46,Private,Some-college,Never-married,Transport-moving,White,Male,51,United-States,<=50K
18,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Female,50,United-States,<=50K
45,Without-pay,Preschool,Divorced,Machine-op-inspct,Black,Female,45,United-States,<=50K
31,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,29,United-States,<=50K
17,Private,HS-grad,Divorced,Farming-fishing,White,Male,50,Other,<=50K
39,State-gov,Bachelors,Divorced,Other-service,White,Male,32,United-States,>50K
45,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,44,United-States,<=50K
39,Private,Some-college,Never-married,Transport-moving,White,Male,46,United-States,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,Black,Female,29,United-States,<=50K
33,Private,11th,Never-married,Sales,White,Male,42,United-States,<=50K
70,Private,Masters,Divorced,Tech-support,White,Female,39,United-States,<=50K
22,Private,Some-college,Never-married,Other-service,White,Male,23,United-States,<=50K
49,Private,Bachelors,Separated,Handlers-cleaners,Black,Male,55,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Armed-Forces,White,Female,43,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,33,Philippines,<=50K
37,Private,HS-grad,Divorced,Other-service,White,Female,29,United-States,<=50K
19,Private,Some-college,Divorced,Adm-clerical,White,Male,35,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,37,United-States,>50K
37,Private,HS-grad,Divorced,Machine-op-inspct,Black,Male,39,United-States,<=50K
17,Private,11th,Never-married,Prof-specialty,White,Male,41,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Sales,White,Male,47,United-States,>50K
25,Private,HS-grad,Separated,Transport-moving,White,Male,20,United-States,<=50K
19,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,32,United-States,<=50K
23,Federal-gov,7th-8th,Married-civ-spouse,Tech-support,White,Female,49,United-States,<=50K
66,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,42,United-States,<=50K
17,Private,HS-grad,Never-married,Armed-Forces,White,Male,44,United-States,<=50K
43,Private,Bachelors,Divorced,Priv-house-serv,White,Male,51,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,47,United-States,<=50K
33,Private,HS-grad,Separated,Protective-serv,White,Female,34,United-States,<=50K
45,Private,Some-college,Never-married,Handlers-cleaners,White,Male,38,United-States,<=50K
45,Private,7th-8th,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,44,United-States,<=50K
20,Private,10th,Never-married,Protective-serv,White,Male,49,United-States,<=50K
46,Private,HS-grad,Never-married,Other-service,White,Male,74,United-States,<=50K
45,Private,HS-grad,Never-married,Exec-managerial,White,Male,48,United-States,<=50K
34,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,51,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Female,46,United-States,<=50K
32,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,51,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Sales,White,Male,28,United-States,<=50K
38,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Armed-Forces,Asian-Pac-Islander,Male,42,United-States,<=50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,37,United-States,<=50K
44,Private,HS-grad,Divorced,Adm-clerical,White,Male,23,United-States,<=50K
28,Private,HS-grad,Never-married,Armed-Forces,White,Male,66,United-States,<=50K
58,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,70,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Female,64,United-States,>50K
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,White,Male,55,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,White,Male,39,Mexico,<=50K
35,Private,Assoc-voc,Never-married,Transport-moving,White,Female,33,United-States,<=50K
44,Private,7th-8th,Never-married,Protective-serv,White,Male,31,United-States,<=50K
47,Private,Bachelors,Divorced,Protective-serv,White,Female,46,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,42,Mexico,<=50K
44,Private,10th,Never-married,Other-service,Black,Male,35,United-States,<=50K
41,Private,Some-college,Married-AF-spouse,Protective-serv,White,Male,43,United-States,>50K
32,Private,12th,Never-married,Transport-moving,White,Female,50,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,42,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,31,United-States,<=50K
50,Private,10th,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
23,Private,10th,Never-married,Transport-moving,White,Male,44,Other,<=50K
47,Private,Some-college,Never-married,Prof-specialty,White,Male,50,Germany,<=50K
46,Private,HS-grad,Separated,Exec-managerial,White,Male,49,United-States,<=50K
23,Private,12th,Never-married,Prof-specialty,White,Female,39,United-States,<=50K
45,Local-gov,Some-college,Never-married,Protective-serv,White,Female,34,United-States,<=50K
24,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,36,United-States,<=50K
17,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,51,United-States,<=50K
35,Federal-gov,11th,Never-married,Tech-support,White,Female,40,United-States,<=50K
41,Private,Some-college,Never-married,Priv-house-serv,White,Male,21,United-States,<=50K
36,Private,10th,Married-civ-spouse,Handlers-cleaners,White,Male,41,United-States,<=50K
75,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,42,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,30,United-States,<=50K
39,Private,Preschool,Married-civ-spouse,Other-service,White,Male,52,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Sales,White,Male,47,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Black,Male,32,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,52,Other,<=50K
42,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,35,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,51,United-States,<=50K
29,Private,HS-grad,Separated,Armed-Forces,White,Female,41,United-States,<=50K
17,Private,Assoc-acdm,Never-married,Exec-managerial,White,Female,41,United-States,>50K
31,Local-gov,9th,Married-civ-spouse,Adm-clerical,White,Male,15,United-States,<=50K
41,Federal-gov,HS-grad,Separated,Transport-moving,Black,Male,52,United-States,<=50K
32,State-gov,HS-grad,Widowed,Priv-house-serv,White,Male,31,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,34,United-States,<=50K
34,State-gov,HS-grad,Divorced,Tech-support,White,Male,53,Other,<=50K
43,Never-worked,Bachelors,Married-civ-spouse,Protective-serv,White,Male,24,Mexico,>50K
25,Private,Some-college,Never-married,Transport-moving,White,Female,36,United-States,<=50K
40,Private,11th,Never-married,Craft-repair,White,Male,42,United-States,<=50K
29,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,58,United-States,<=50K
18,Private,11th,Widowed,Tech-support,White,Male,43,United-States,<=50K
35,Private,Bachelors,Never-married,Exec-managerial,White,Male,27,United-States,<=50K
57,Private,HS-grad,Divorced,Craft-repair,White,Male,42,United-States,<=50K
19,Private,Masters,Divorced,Machine-op-inspct,White,Female,44,United-States,>50K
39,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,53,United-States,<=50K
48,Private,Bachelors,Never-married,Craft-repair,White,Male,55,United-States,>50K
67,Private,11th,Married-civ-spouse,Armed-Forces,White,Female,36,Other,<=50K
31,Private,Bachelors,Divorced,Machine-op-inspct,White,Male,32,Other,<=50K
29,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,23,United-States,<=50K
22,Never-worked,Masters,Never-married,Sales,White,Male,60,Mexico,<=50K
52,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Female,37,United-States,<=50K
26,Self-emp-inc,Some-college,Never-married,Prof-specialty,Black,Male,58,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,50,United-States,>50K
17,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,44,United-States,<=50K
49,Private,HS-grad,Never-married,Sales,White,Male,75,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,47,United-States,<=50K
48,Without-pay,HS-grad,Never-married,Craft-repair,White,Female,38,United-States,<=50K
17,Private,Some-college,Divorced,Handlers-cleaners,Black,Male,50,United-States,>50K
45,Private,Prof-school,Married-civ-spouse,Sales,White,Female,36,United-States,<=50K
17,Private,Some-college,Never-married,Priv-house-serv,White,Female,18,United-States,<=50K
38,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,White,Male,52,United-States,<=50K
40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,60,United-States,<=50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,32,United-States,<=50K
44,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,66,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,24,Other,>50K
17,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,35,United-States,<=50K
44,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,White,Female,30,United-States,<=50K
39,Never-worked,Some-college,Married-civ-spouse,Craft-repair,White,Male,39,United-States,>50K
26,Private,Preschool,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,38,United-States,<=50K
17,Federal-gov,Bachelors,Never-married,Farming-fishing,White,Male,57,United-States,>50K
58,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,25,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,37,United-States,<=50K
47,Private,7th-8th,Widowed,Exec-managerial,White,Male,49,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,21,Germany,<=50K
17,Private,9th,Married-civ-spouse,Farming-fishing,White,Male,14,United-States,<=50K
47,Private,1st-4th,Married-civ-spouse,Other-service,White,Female,44,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Priv-house-serv,White,Male,29,United-States,<=50K
33,Private,HS-grad,Never-married,Armed-Forces,White,Male,32,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,25,United-States,>50K
49,Private,HS-grad,Separated,Armed-Forces,Black,Male,23,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,13,United-States,<=50K
38,Private,10th,Married-civ-spouse,Tech-support,White,Female,47,United-States,<=50K
38,Private,11th,Married-civ-spouse,Exec-managerial,White,Female,51,United-States,<=50K
46,Private,HS-grad,Divorced,Adm-clerical,White,Female,62,Other,<=50K
26,Local-gov,HS-grad,Never-married,Farming-fishing,Black,Male,26,United-States,>50K
43,Private,12th,Divorced,Protective-serv,White,Male,57,United-States,<=50K
26,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,26,United-States,<=50K
55,Private,HS-grad,Never-married,Craft-repair,White,Male,44,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,26,United-States,<=50K
29,Federal-gov,HS-grad,Never-married,Sales,White,Female,45,United-States,<=50K
39,Private,Doctorate,Never-married,Prof-specialty,Black,Male,21,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,38,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,39,United-States,<=50K
59,Private,Bachelors,Never-married,Exec-managerial,White,Female,22,United-States,<=50K
47,Private,11th,Married-civ-spouse,Sales,White,Female,44,United-States,<=50K
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,53,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Male,51,United-States,<=50K
47,Private,HS-grad,Never-married,Priv-house-serv,White,Male,29,Other,<=50K
53,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Female,51,United-States,>50K
37,Local-gov,Some-college,Married-civ-spouse,Other-service,White,Female,38,United-States,<=50K
38,Private,7th-8th,Married-civ-spouse,Armed-Forces,White,Male,40,United-States,<=50K
50,Private,Assoc-voc,Never-married,Armed-Forces,White,Male,53,United-States,<=50K
46,Private,HS-grad,Divorced,Protective-serv,White,Female,55,United-States,<=50K
28,Private,Bachelors,Never-married,Priv-house-serv,White,Male,34,United-States,<=50K
17,State-gov,10th,Never-married,Exec-managerial,White,Female,67,United-States,<=50K
35,State-gov,HS-grad,Divorced,Craft-repair,White,Male,41,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,52,United-States,<=50K
25,Private,Bachelors,Never-married,Transport-moving,White,Female,44,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Never-married,Tech-support,White,Male,61,United-States,<=50K
30,Local-gov,Bachelors,Never-married,Other-service,White,Female,60,United-States,<=50K
48,Local-gov,10th,Never-married,Armed-Forces,White,Male,41,United-States,<=50K
51,Private,11th,Never-married,Sales,Asian-Pac-Islander,Male,40,United-States,<=50K
44,Private,11th,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
46,Private,Some-college,Never-married,Farming-fishing,White,Female,59,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,62,United-States,<=50K
17,Private,Bachelors,Never-married,Protective-serv,White,Male,49,United-States,<=50K
38,Private,HS-grad,Widowed,Protective-serv,White,Male,41,United-States,<=50K
17,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,37,United-States,<=50K
44,Private,HS-grad,Divorced,Sales,White,Male,31,United-States,<=50K
17,Self-emp-not-inc,Masters,Married-civ-spouse,Tech-support,Other,Female,42,United-States,<=50K
35,Private,Some-college,Divorced,Tech-support,Black,Male,34,United-States,>50K
45,Private,Some-college,Never-married,Priv-house-serv,White,Female,45,United-States,<=50K
23,Private,Some-college,Never-married,Protective-serv,White,Male,42,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,32,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Black,Female,10,United-States,<=50K
33,Private,Masters,Married-civ-spouse,Protective-serv,White,Male,27,United-States,<=50K
39,State-gov,HS-grad,Never-married,Priv-house-serv,White,Female,39,Other,>50K
38,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,White,Male,42,United-States,<=50K
37,Private,11th,Married-civ-spouse,Transport-moving,White,Male,41,United-States,<=50K
29,Private,HS-grad,Never-married,Adm-clerical,White,Male,21,United-States,<=50K
21,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,52,United-States,<=50K
33,Private,Masters,Divorced,Farming-fishing,White,Male,50,United-States,<=50K
32,Private,Some-college,Never-married,Transport-moving,White,Male,21,United-States,<=50K
28,Local-gov,Preschool,Never-married,Transport-moving,White,Male,10,Other,<=50K
49,Private,Assoc-acdm,Divorced,Tech-support,White,Male,40,United-States,<=50K
22,Private,Some-college,Married-civ-spouse,Prof-specialty,Black,Male,42,United-States,<=50K
35,Private,11th,Never-married,Prof-specialty,White,Female,33,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,70,United-States,<=50K
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,30,United-States,>50K
53,Local-gov,Preschool,Married-civ-spouse,Prof-specialty,White,Female,42,United-States,<=50K
30,Private,Masters,Married-civ-spouse,Prof-specialty,Black,Female,62,United-States,>50K
48,Private,HS-grad,Never-married,Tech-support,White,Female,37,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Male,45,United-States,<=50K
34,Private,HS-grad,Divorced,Sales,White,Male,19,United-States,<=50K
35,Private,Assoc-voc,Separated,Adm-clerical,White,Male,42,United-States,<=50K
30,Private,Some-college,Never-married,Prof-specialty,White,Male,49,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,29,United-States,<=50K
31,Local-gov,HS-grad,Never-married,Other-service,White,Male,39,United-States,<=50K
25,Private,HS-grad,Never-married,Prof-specialty,Black,Male,47,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Sales,White,Female,37,United-States,>50K
35,Private,Some-college,Never-married,Protective-serv,White,Female,21,United-States,<=50K
40,Private,Some-college,Never-married,Tech-support,White,Female,35,United-States,<=50K
40,Private,11th,Divorced,Handlers-cleaners,White,Female,43,United-States,<=50K
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Female,60,United-States,<=50K
39,Private,1st-4th,Married-civ-spouse,Transport-moving,Black,Male,39,United-States,<=50K
34,Private,HS-grad,Never-married,Transport-moving,White,Male,34,Germany,<=50K
56,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,52,Mexico,<=50K
47,Private,9th,Divorced,Other-service,White,Male,41,United-States,<=50K
38,Self-emp-not-inc,10th,Married-civ-spouse,Tech-support,Black,Female,45,United-States,<=50K
32,State-gov,Bachelors,Never-married,Adm-clerical,White,Male,27,Other,<=50K
36,Private,HS-grad,Separated,Farming-fishing,Amer-Indian-Eskimo,Female,51,United-States,<=50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Female,32,United-States,<=50K
57,Private,Some-college,Separated,Priv-house-serv,White,Male,44,United-States,<=50K
20,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,57,Philippines,>50K
46,Private,Some-college,Divorced,Transport-moving,White,Male,44,United-States,<=50K
52,Private,HS-grad,Separated,Tech-support,White,Male,33,United-States,<=50K
18,Private,Some-college,Divorced,Adm-clerical,White,Male,38,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Female,33,United-States,>50K
24,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,White,Male,35,United-States,<=50K
43,Private,Some-college,Widowed,Exec-managerial,White,Male,47,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,62,United-States,<=50K
36,Private,Masters,Divorced,Other-service,White,Male,46,United-States,<=50K
32,Private,9th,Separated,Sales,White,Female,31,Germany,<=50K
47,Private,Masters,Married-civ-spouse,Priv-house-serv,White,Female,35,United-States,<=50K
40,Self-emp-inc,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,<=50K
41,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Female,52,United-States,<=50K
40,Private,11th,Never-married,Protective-serv,White,Male,33,United-States,>50K
45,State-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Black,Male,29,United-States,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,White,Male,63,United-States,<=50K
60,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Black,Male,48,United-States,<=50K
21,Private,Assoc-voc,Never-married,Protective-serv,White,Male,50,United-States,<=50K
17,Self-emp-inc,11th,Separated,Priv-house-serv,White,Female,12,United-States,<=50K
17,Private,11th,Married-civ-spouse,Exec-managerial,White,Male,27,Mexico,<=50K
17,Private,HS-grad,Never-married,Craft-repair,White,Female,55,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Male,30,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,5,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Black,Female,36,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,39,Other,<=50K
47,State-gov,Assoc-voc,Divorced,Sales,White,Male,14,United-States,<=50K
38,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,22,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
46,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,53,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Female,47,United-States,<=50K
71,Private,Bachelors,Married-civ-spouse,Transport-moving,Black,Female,41,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Female,34,United-States,<=50K
31,Self-emp-not-inc,Some-college,Widowed,Other-service,White,Female,41,United-States,<=50K
23,Self-emp-inc,Bachelors,Divorced,Craft-repair,White,Male,52,United-States,>50K
36,Private,Some-college,Never-married,Other-service,White,Male,48,United-States,<=50K
40,Federal-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,60,Mexico,<=50K
51,Private,Bachelors,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Male,54,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,White,Male,28,United-States,<=50K
41,Private,Prof-school,Never-married,Farming-fishing,White,Female,36,United-States,<=50K
18,Private,Some-college,Never-married,Craft-repair,White,Male,43,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,31,Other,<=50K
36,Private,12th,Never-married,Craft-repair,White,Male,30,United-States,<=50K
63,Private,HS-grad,Never-married,Craft-repair,White,Male,28,Other,<=50K
17,Private,12th,Never-married,Priv-house-serv,White,Male,45,United-States,<=50K
55,Self-emp-inc,Bachelors,Never-married,Craft-repair,White,Female,25,Mexico,>50K
17,Private,Some-college,Married-civ-spouse,Protective-serv,White,Male,32,United-States,<=50K
20,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,49,United-States,<=50K
17,Local-gov,12th,Never-married,Craft-repair,White,Male,27,United-States,<=50K
41,Federal-gov,9th,Never-married,Handlers-cleaners,White,Male,23,United-States,<=50K
22,Private,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,26,United-States,>50K
20,Self-emp-not-inc,Masters,Never-married,Priv-house-serv,White,Male,62,United-States,>50K
40,Private,10th,Separated,Tech-support,White,Male,58,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,39,United-States,<=50K
38,Private,7th-8th,Never-married,Protective-serv,Black,Female,38,United-States,<=50K
35,Private,11th,Never-married,Exec-managerial,White,Female,30,United-States,<=50K
61,Private,Assoc-voc,Never-married,Farming-fishing,Black,Female,47,Philippines,<=50K
39,Local-gov,12th,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,<=50K
48,Private,5th-6th,Married-civ-spouse,Armed-Forces,White,Male,55,Philippines,<=50K
39,Private,12th,Married-civ-spouse,Farming-fishing,White,Male,44,Other,<=50K
23,Private,Assoc-voc,Widowed,Tech-support,White,Male,42,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Sales,White,Male,24,United-States,<=50K
29,Private,Some-college,Divorced,Exec-managerial,White,Male,40,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
41,Private,11th,Divorced,Transport-moving,White,Male,53,United-States,<=50K
17,Self-emp-not-inc,12th,Never-married,Exec-managerial,White,Male,26,United-States,<=50K
17,Private,11th,Never-married,Handlers-cleaners,White,Female,57,United-States,<=50K
49,Private,Some-college,Never-married,Priv-house-serv,White,Male,44,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,28,United-States,<=50K
29,Private,HS-grad,Divorced,Protective-serv,White,Male,20,United-States,<=50K
40,Self-emp-not-inc,11th,Married-civ-spouse,Sales,White,Male,53,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,36,United-States,<=50K
43,Private,Masters,Never-married,Armed-Forces,White,Female,54,United-States,<=50K
37,Private,12th,Divorced,Tech-support,White,Female,19,United-States,<=50K
40,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,53,Germany,>50K
28,Private,10th,Never-married,Transport-moving,White,Male,53,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,26,United-States,<=50K
52,Private,HS-grad,Never-married,Farming-fishing,White,Female,32,Mexico,<=50K
30,Never-worked,Bachelors,Divorced,Protective-serv,White,Male,33,United-States,>50K
49,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,White,Male,35,United-States,<=50K
37,Private,HS-grad,Never-married,Priv-house-serv,White,Female,55,United-States,<=50K
47,Federal-gov,Some-college,Married-civ-spouse,Other-service,White,Female,42,United-States,<=50K
39,Self-emp-inc,Assoc-voc,Divorced,Priv-house-serv,White,Female,29,United-States,<=50K
37,Private,Bachelors,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,41,United-States,<=50K
42,Self-emp-inc,Some-college,Never-married,Tech-support,White,Female,41,United-States,<=50K
53,Private,10th,Never-married,Prof-specialty,White,Male,31,United-States,<=50K
41,Private,Assoc-voc,Never-married,Armed-Forces,White,Male,45,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
33,Private,10th,Married-civ-spouse,Handlers-cleaners,White,Female,55,United-States,>50K
58,Private,11th,Never-married,Priv-house-serv,White,Male,38,United-States,<=50K
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,White,Male,27,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Female,42,United-States,<=50K
